sample,B2M,CD274,CTLA4,HLA-A,HLA-B,HLA-C,PDCD1,PDCD1LG2,TAP1,TAPBP,canType
TCGA-EA-A5ZE-01A-11R-A28H-07,14.5652,1.8939,1.8391,12.172,12.4258,10.6127,1.2742,1.3299,7.6583,7.4254,CESC
TCGA-EA-A5ZF-01A-11R-A28H-07,12.443,0.831,0.3356,9.798,10.7918,10.265,0.147,0.6801,5.5845,7.0754,CESC
TCGA-EA-A6QX-01A-12R-A33Z-07,14.0042,3.2083,2.1892,11.1161,11.1813,10.785,1.4235,2.0498,7.2319,6.182,CESC
TCGA-EA-A78R-01A-11R-A32P-07,13.8205,3.5994,1.9272,11.0185,11.8712,11.0567,0.6941,1.3973,7.6331,6.8587,CESC
TCGA-EA-A97N-01A-11R-A38B-07,12.8203,2.5739,1.1224,10.1585,10.7867,9.092,0.817,1.1951,7.03,7.0904,CESC
TCGA-EK-A2GZ-01A-11R-A180-07,12.7377,1.7022,1.3306,10.3082,10.7301,9.5952,0.6067,0.4128,6.8671,6.3238,CESC
TCGA-EK-A2H0-01A-11R-A180-07,12.9833,1.8177,0.5868,8.8637,10.3553,9.0202,0.3785,0.5257,6.3767,6.2884,CESC
TCGA-EK-A2H1-01A-11R-A180-07,13.7233,4.8981,2.2085,11.4463,12.0968,10.916,0.9997,4.0427,7.7162,6.9702,CESC
TCGA-EK-A2IP-01A-11R-A180-07,11.9019,1.871,1.092,9.858,10.0703,8.6588,1.19,1.2331,5.7896,5.7943,CESC
TCGA-EK-A2IR-01A-11R-A180-07,10.1918,6.7603,0.1897,8.2258,6.232,6.1039,0.1266,2.6538,3.4633,4.9429,CESC
TCGA-EK-A2PG-01A-11R-A18M-07,11.1411,1.4455,0.5775,6.0141,6.748,5.9059,0.464,0.0724,3.9008,5.1934,CESC
TCGA-EK-A2PI-01A-11R-A18M-07,12.1926,1.874,0.8792,10.1961,9.5078,8.4727,0.202,0.6529,5.0795,6.0068,CESC
TCGA-EK-A2PK-01A-11R-A18M-07,12.9656,4.6129,2.1445,10.796,11.4516,10.3776,2.5208,2.4985,7.7089,7.2609,CESC
TCGA-EK-A2PL-01A-11R-A18M-07,12.2952,1.0005,0.9212,7.6614,9.4528,8.9371,0.9858,0.4502,5.464,6.3343,CESC
TCGA-EK-A2PM-01A-11R-A18M-07,8.9379,0.8764,0.2762,7.3895,6.2046,6.4185,0.0879,0.2322,2.803,5.3825,CESC
TCGA-EK-A2R7-01A-11R-A18M-07,12.7427,1.7979,2.0831,9.9585,10.2317,9.4828,1.7003,0.9446,5.8588,6.1677,CESC
TCGA-EK-A2R8-01A-21R-A18M-07,13.6521,2.8371,1.3801,10.5243,10.7742,10.0647,0.6923,2.3642,7.4572,6.886,CESC
TCGA-EK-A2R9-01A-11R-A18M-07,13.8421,2.1016,2.2148,10.8173,9.6148,10.6732,2.1581,1.3297,7.0727,7.1984,CESC
TCGA-EK-A2RA-01A-11R-A18M-07,14.184,3.728,2.498,11.4667,12.3887,11.0443,1.9695,1.8477,8.1994,7.0877,CESC
TCGA-EK-A2RB-01A-11R-A18M-07,13.1648,1.3107,0.5358,10.4933,11.2067,10.2961,0.2909,0.2182,6.1409,6.5451,CESC
TCGA-EK-A2RC-01A-11R-A18M-07,14.468,2.2882,1.8965,10.6211,11.0981,10.4033,1.3702,1.7685,6.5535,5.9013,CESC
TCGA-EK-A2RE-01A-11R-A18M-07,12.6775,1.3598,0.4851,9.6562,9.7649,8.7541,0.0719,0.7339,5.9226,5.6084,CESC
TCGA-EK-A2RJ-01A-11R-A18M-07,13.9244,6.1152,2.4017,11.2673,11.6754,10.1006,2.1437,3.9181,8.2712,6.5105,CESC
TCGA-EK-A2RK-01A-11R-A18M-07,13.0493,2.3761,1.9327,11.6824,12.2012,11.0987,1.1173,1.1346,7.8352,7.0122,CESC
TCGA-EK-A2RL-01A-11R-A18M-07,13.456,1.2696,0.2149,10.6644,11.1365,10.2878,0.2868,0.2676,5.9539,5.8067,CESC
TCGA-EK-A2RM-01A-21R-A18M-07,13.3427,2.5076,0.5959,11.1282,10.9089,11.2232,0.8796,1.4746,6.6331,6.1177,CESC
TCGA-EK-A2RN-01A-12R-A213-07,11.7048,4.6555,1.1974,7.3881,8.4923,7.235,0.9481,1.1134,4.4361,3.9109,CESC
TCGA-EK-A2RO-01A-11R-A18M-07,13.2967,1.5751,0.8213,10.634,11.2628,10.2604,0.3062,0.917,6.6675,6.1672,CESC
TCGA-EK-A3GJ-01A-21R-A213-07,13.6956,4.5588,2.5363,11.3139,12.5853,11.1981,1.9228,2.0833,8.7522,7.4505,CESC
TCGA-EK-A3GK-01A-11R-A213-07,12.1956,1.49,1.4805,8.8404,9.6991,9.9762,1.607,0.6328,6.616,6.845,CESC
TCGA-EK-A3GM-01A-11R-A213-07,13.7485,1.4354,0.3172,10.439,10.851,9.247,0.2898,0.4388,6.7927,7.2671,CESC
TCGA-EK-A3GN-01A-11R-A213-07,11.8248,0.9038,0.0249,9.5523,10.098,8.41,0.0949,0.2044,5.387,5.9663,CESC
TCGA-EX-A1H5-01A-31R-A13Y-07,12.463,2.136,1.2625,10.6113,9.8395,9.2015,0.7366,1.1098,5.7055,6.7854,CESC
TCGA-EX-A1H6-01B-11R-A22U-07,11.1973,0.6835,0.4524,8.045,8.3764,7.6345,0.7881,0.2954,4.0663,5.3801,CESC
TCGA-EX-A3L1-01A-11R-A32Y-07,14.4742,2.9239,1.6592,10.9667,11.4907,10.2985,0.7384,2.6421,6.9404,7.3643,CESC
TCGA-EX-A449-01A-11R-A32Y-07,13.0887,1.0667,0.1988,10.4258,10.7605,9.7073,0.5943,0.1525,6.213,6.7769,CESC
TCGA-EX-A69L-01A-11R-A32P-07,15.1148,3.3967,2.5511,11.032,12.3699,11.5249,3.2075,1.8773,8.057,7.2767,CESC
TCGA-EX-A69M-01A-11R-A32P-07,14.4496,2.4371,2.0501,11.577,12.5265,11.6872,2.0933,1.2625,7.8434,7.134,CESC
TCGA-EX-A8YF-01A-11R-A37O-07,14.7788,2.0763,2.0686,12.0536,12.5051,10.6973,3.0175,1.0776,8.1304,7.4425,CESC
TCGA-FU-A23K-01A-11R-A16R-07,11.8547,3.2757,2.1513,9.7694,12.1107,10.4858,0.9713,0.6213,6.1021,5.9615,CESC
TCGA-FU-A23L-01A-11R-A16R-07,12.5469,2.7366,2.7587,11.3544,11.9745,11.1133,2.4048,1.9108,8.0123,7.5701,CESC
TCGA-FU-A2QG-01A-11R-A18M-07,13.4786,2.6183,1.1091,10.5455,11.0818,10.3196,0.833,0.6432,7.9185,5.794,CESC
TCGA-FU-A3EO-01A-11R-A213-07,11.4975,0.787,0.681,10.0292,10.8619,10.2181,0.5006,0.339,4.5132,6.0581,CESC
TCGA-FU-A3HY-01A-11R-A21T-07,13.0788,0.8324,0.4265,7.926,10.2562,8.3983,0.0838,0.3478,5.4398,4.544,CESC
TCGA-FU-A3HZ-01A-11R-A213-07,11.5884,1.0986,1.799,9.7108,8.6286,7.9297,4.3879,0.9462,4.907,4.7212,CESC
TCGA-FU-A3NI-01A-11R-A21T-07,12.1782,0.7508,1.1694,8.4681,9.0778,7.9064,0.5803,1.1891,5.6594,5.2661,CESC
TCGA-FU-A3TQ-01A-11R-A22U-07,12.4521,3.7031,1.4504,9.1693,10.0004,8.8596,0.6582,1.4105,6.1671,6.3739,CESC
TCGA-FU-A3TX-01A-11R-A22U-07,12.7321,4.2861,1.4431,9.0435,10.1696,8.8959,1.3449,1.5196,6.7046,7.4897,CESC
TCGA-FU-A3WB-01A-11R-A22U-07,13.0358,1.7774,0.6621,10.036,10.8289,10.2006,0.5188,1.1927,6.4544,6.1307,CESC
TCGA-FU-A3YQ-01A-11R-A22U-07,13.4847,2.1549,2.1991,10.3222,10.7435,9.679,1.189,1.4459,7.0307,6.2738,CESC
TCGA-FU-A40J-01A-11R-A24H-07,12.2334,1.2287,1.2462,10.6049,11.251,10.3045,1.5707,0.6175,6.7363,6.8123,CESC
TCGA-FU-A57G-01A-11R-A26T-07,12.0012,0.7283,0.4917,8.4718,9.1942,8.5199,0.2919,0.8911,4.9299,6.5505,CESC
TCGA-FU-A5XV-01A-11R-A28H-07,11.6703,2.2315,1.6011,6.7035,7.5972,7.4433,1.0044,0.6767,6.3743,5.7492,CESC
TCGA-FU-A770-01A-11R-A33Z-07,13.137,1.3536,0.5897,10.9932,9.6662,10.2572,0.3381,0.3812,6.3035,6.6115,CESC
TCGA-GH-A9DA-01A-21R-A37O-07,12.857,2.9844,2.3105,8.9753,10.7082,9.1198,1.3072,3.0706,7.214,7.4303,CESC
TCGA-HG-A2PA-01A-11R-A213-07,13.3001,4.2433,2.0962,10.0556,11.9041,11.483,1.7672,2.164,7.1714,6.592,CESC
TCGA-HM-A3JJ-01A-21R-A21T-07,13.518,2.4161,1.8504,11.2708,11.7803,11.256,1.356,1.2036,7.6277,6.7731,CESC
TCGA-HM-A3JK-01A-11R-A32Y-07,12.6112,1.6683,1.5449,10.332,10.8171,9.667,0.879,1.1867,6.2074,6.5,CESC
TCGA-HM-A4S6-01A-11R-A26T-07,12.3833,5.7154,1.9998,8.946,9.6684,8.5956,2.9562,2.6873,7.5401,6.7132,CESC
TCGA-HM-A6W2-01A-21R-A33Z-07,11.7092,0.251,1.028,9.7567,10.3567,9.3108,0.7574,0.5532,5.278,5.9608,CESC
TCGA-IR-A3L7-01A-21R-A213-07,12.5443,1.1495,0.1809,9.4336,9.7403,8.4899,0.2775,0.3527,5.5747,5.974,CESC
TCGA-IR-A3LA-01A-11R-A22U-07,10.4579,1.7801,1.2094,8.6105,9.4871,8.7457,0.7188,0.8793,5.0618,5.3573,CESC
TCGA-IR-A3LB-01A-11R-A24H-07,12.4471,2.9948,1.4599,10.2619,10.8455,10.19,1.1752,1.1435,6.1545,6.4639,CESC
TCGA-IR-A3LC-01A-11R-A213-07,12.2256,0.9775,0.6092,10.116,10.7121,10.1101,0.3908,0.7252,6.1031,5.8926,CESC
TCGA-IR-A3LF-01A-21R-A22U-07,13.2058,1.8604,1.6226,11.0065,11.5981,9.8797,1.7279,0.8321,7.2081,6.997,CESC
TCGA-IR-A3LH-01A-21R-A213-07,13.6369,3.2976,2.8988,11.0247,11.9608,11.5865,3.4807,3.3848,8.5684,7.3059,CESC
TCGA-IR-A3LI-01A-11R-A32Y-07,12.4201,0.5834,0.0462,11.3526,11.3891,10.7331,0.1128,0.1124,5.4444,6.8293,CESC
TCGA-IR-A3LK-01A-12R-A213-07,12.0629,2.544,2.2459,8.288,9.3939,8.8383,1.5508,1.3064,7.1618,6.6107,CESC
TCGA-IR-A3LL-01A-11R-A213-07,12.807,4.1849,2.5213,10.5607,11.6,10.6724,2.429,2.4469,7.5393,6.7229,CESC
TCGA-JW-A5VG-01A-11R-A28H-07,14.8013,3.0205,1.8621,11.5815,12.3633,11.3164,1.3125,2.0733,8.469,7.5758,CESC
TCGA-JW-A5VH-01A-11R-A28H-07,11.7276,0.5081,2.922,9.1573,8.2101,8.6112,0.2606,0.4883,5.5863,5.2716,CESC
TCGA-JW-A5VI-01A-11R-A28H-07,13.5473,2.7651,1.7557,9.9889,10.2858,9.953,1.3382,1.7242,7.431,6.5547,CESC
TCGA-JW-A5VJ-01A-11R-A28H-07,13.1371,1.2795,0.878,9.1397,9.3863,8.1264,0.768,0.641,5.9984,4.8216,CESC
TCGA-JW-A5VK-01A-11R-A28H-07,11.0821,1.6363,0.5386,9.0133,8.9706,8.3315,0.4134,0.8218,4.9386,5.9631,CESC
TCGA-JW-A5VL-01A-11R-A28H-07,13.0627,5.0342,2.6007,8.2244,9.9664,9.5484,2.3206,1.5799,8.0116,7.3588,CESC
TCGA-JW-A69B-01A-11R-A32P-07,13.0055,1.9303,1.1482,10.2439,10.6156,10.2086,0.5891,0.727,5.3981,6.0258,CESC
TCGA-JW-A852-01A-11R-A352-07,12.4322,2.0437,1.4143,11.7359,12.368,10.6326,0.7696,0.8648,6.7804,6.9507,CESC
TCGA-JW-AAVH-01A-11R-A38B-07,12.9418,1.9067,0.9021,10.0189,10.0083,9.0695,0.7737,0.3313,6.2985,6.5723,CESC
TCGA-JX-A3PZ-01A-11R-A32Y-07,13.4681,2.1088,1.2024,9.8508,13.1661,12.3051,1.1276,2.4148,7.1962,7.2717,CESC
TCGA-JX-A3Q0-01A-11R-A32Y-07,14.0872,4.2365,2.4726,13.0341,11.6761,11.1385,2.527,1.4964,7.9282,6.3648,CESC
TCGA-JX-A3Q8-01A-11R-A21T-07,13.1676,1.1845,1.71,12.1504,13.3444,11.4505,1.8038,0.6256,7.4097,6.9603,CESC
TCGA-JX-A5QV-01A-22R-A28H-07,14.0021,4.2762,2.3381,9.9091,10.2188,9.1894,1.1767,1.3549,7.1634,6.0258,CESC
TCGA-LP-A4AU-01A-32R-A32Y-07,13.2056,4.9203,1.3857,10.2887,10.5358,10.9459,1.002,2.3154,7.7452,6.444,CESC
TCGA-LP-A4AV-01A-11R-A32Y-07,12.0552,2.4551,1.8041,10.7296,12.7449,10.8605,1.5143,1.5025,6.5809,6.6581,CESC
TCGA-LP-A4AW-01A-11R-A24H-07,11.575,1.5922,1.2657,9.6638,9.6592,8.758,0.7037,0.8734,6.3166,6.0905,CESC
TCGA-LP-A4AX-01A-12R-A24H-07,13.5797,2.9759,2.4494,10.4006,12.3033,11.1953,3.1832,2.6692,8.5299,7.3085,CESC
TCGA-LP-A5U2-01A-11R-A28H-07,12.7126,3.8398,0.8036,9.4427,10.7621,9.1718,1.2303,0.4487,7.2247,5.3493,CESC
TCGA-LP-A5U3-01A-11R-A28H-07,14.3385,4.401,1.4386,11.5926,11.7512,10.6392,1.3893,2.2758,8.2326,6.3198,CESC
TCGA-LP-A7HU-01A-11R-A33Z-07,12.9132,2.08,2.1793,9.8777,11.1994,9.4054,1.658,1.4002,7.0159,6.4406,CESC
TCGA-MA-AA3W-01A-11R-A38B-07,14.1817,3.693,3.3314,11.3757,11.6064,10.9539,2.7548,2.1277,8.5872,7.6526,CESC
TCGA-MA-AA3X-01A-22R-A42S-07,12.5334,1.7436,0.6736,9.251,9.4711,8.7606,0.3645,1.0201,6.6078,5.4924,CESC
TCGA-MA-AA3Y-01A-11R-A38B-07,14.0755,4.5061,2.6883,11.7383,12.4869,10.517,1.6383,3.4068,8.6493,7.6197,CESC
TCGA-MA-AA3Z-01A-11R-A38B-07,14.6076,3.3694,2.0016,11.8728,12.6738,11.1904,2.0492,1.6749,9.0322,7.0293,CESC
TCGA-MA-AA41-01A-11R-A38B-07,12.9323,1.1031,0.8947,10.3922,11.2759,9.8098,0.535,0.4912,7.4293,6.6845,CESC
TCGA-MA-AA42-01A-12R-A38B-07,14.1831,4.4329,3.6845,10.6244,10.7617,10.5581,3.4836,2.9926,8.1922,6.4971,CESC
TCGA-MA-AA43-01A-11R-A42T-07,12.3937,2.9898,1.1037,9.9141,9.7677,10.1611,0.3438,1.492,6.665,6.5523,CESC
TCGA-MU-A51Y-01A-11R-A26T-07,14.1005,3.1506,2.5605,11.643,11.6389,10.5859,2.3653,2.1051,7.9874,6.909,CESC
TCGA-MU-A5YI-01A-11R-A32P-07,13.442,1.6067,1.8876,10.3364,11.2909,9.5763,0.9305,1.3051,6.3088,6.5647,CESC
TCGA-MU-A8JM-01A-11R-A36F-07,12.0443,2.8148,2.5463,8.9221,9.1755,8.6007,1.0198,1.0062,5.965,6.0122,CESC
TCGA-MY-A5BD-01A-11R-A26T-07,9.4651,0.7337,1.126,11.3409,12.0747,10.4561,0.8039,0.2787,7.0152,7.2573,CESC
TCGA-MY-A5BE-01A-21R-A26T-07,13.9891,3.6333,3.8196,11.1864,12.3809,10.8454,3.7884,2.6878,7.5298,7.1628,CESC
TCGA-MY-A5BF-01A-11R-A26T-07,14.3504,5.2655,2.0725,10.1787,11.4839,10.2383,2.3288,2.2591,7.9562,6.8865,CESC
TCGA-MY-A913-01A-11R-A37O-07,12.4222,3.9358,2.8003,10.7031,10.9379,10.3432,1.5814,3.1865,8.704,7.3058,CESC
TCGA-PN-A8MA-01A-11R-A36F-07,13.6087,5.4639,1.7033,11.5108,12.9044,11.3602,1.8463,2.1046,8.0023,7.1998,CESC
TCGA-Q1-A5R1-01A-11R-A28H-07,12.5334,1.112,1.7069,10.6212,11.1932,9.9913,0.9771,0.3747,6.057,6.6832,CESC
TCGA-Q1-A5R2-01A-11R-A28H-07,13.3242,4.0785,1.4897,11.7492,11.6217,10.942,1.942,1.3924,7.8489,7.0577,CESC
TCGA-Q1-A5R3-01A-11R-A28H-07,10.7425,1.3407,2.0597,11.0465,12.2082,10.5472,0.9974,0.4883,6.2552,6.5894,CESC
TCGA-Q1-A6DT-01A-11R-A32P-07,11.6588,1.6199,0.6743,8.1067,8.6069,8.3001,0.6164,1.2429,5.1371,6.1512,CESC
TCGA-Q1-A6DV-01A-11R-A32P-07,12.5939,1.1449,1.12,10.0478,10.7571,9.3829,0.5467,0.2983,6.157,6.6421,CESC
TCGA-Q1-A6DW-01A-11R-A32P-07,13.1029,1.2284,1.3298,10.4513,11.0669,9.5786,0.8766,0.7608,7.0192,5.7686,CESC
TCGA-Q1-A73O-01A-11R-A32P-07,14.4411,4.6334,2.3578,8.5985,9.5872,10.9503,1.955,2.2166,8.2514,6.9481,CESC
TCGA-Q1-A73P-01A-11R-A32P-07,13.6004,1.7415,2.2869,10.799,11.2863,10.8178,1.763,0.9933,6.9245,7.0405,CESC
TCGA-Q1-A73Q-01A-21R-A32P-07,12.9081,3.0393,1.4336,9.8681,10.4394,8.7349,0.4853,1.1884,6.4001,5.8003,CESC
TCGA-Q1-A73R-01A-11R-A33Z-07,13.6955,1.7759,1.391,12.2679,12.2988,11.6419,1.1325,0.9507,7.7072,6.7243,CESC
TCGA-Q1-A73S-01A-11R-A33Z-07,10.0458,0.8835,0.2116,6.6774,7.6246,7.1508,0.1962,0.305,4.5666,5.4588,CESC
TCGA-R2-A69V-01A-11R-A32P-07,14.2274,3.4179,3.5072,10.7061,11.7344,10.8677,2.867,2.9754,8.0726,7.0481,CESC
TCGA-RA-A741-01A-11R-A33Z-07,13.5299,1.7758,1.6615,11.1348,11.9259,10.4793,1.6429,1.3167,7.4607,6.9757,CESC
TCGA-UC-A7PD-01A-11R-A352-07,13.051,3.2211,1.1421,10.9517,11.4692,10.4711,0.7736,1.7968,6.8953,7.0205,CESC
TCGA-UC-A7PF-01A-11R-A352-07,13.8544,6.6856,2.6462,10.6778,12.7838,11.7728,2.1711,4.6755,8.6825,7.6635,CESC
TCGA-UC-A7PG-01A-11R-A42S-07,12.168,2.4478,1.0401,8.8382,9.1596,8.0178,0.6511,0.5188,6.3051,5.4565,CESC
TCGA-UC-A7PI-01A-11R-A42S-07,13.0487,1.2878,1.2855,10.8185,11.3162,10.375,0.7401,0.6136,6.8873,7.3544,CESC
TCGA-VS-A8EB-01A-11R-A36F-07,12.3951,1.4105,1.1125,9.0565,9.8412,9.0415,0.6621,0.84,6.8307,6.681,CESC
TCGA-VS-A8EC-01A-11R-A36F-07,10.5718,0.7386,0.3246,7.7605,7.0038,6.8906,0.0864,0.2044,4.74,6.0085,CESC
TCGA-VS-A8EG-01A-11R-A36F-07,12.5577,2.6877,1.0538,9.7255,10.3433,8.5952,0.7473,0.8622,6.4191,6.3129,CESC
TCGA-VS-A8EH-01A-11R-A36F-07,12.1063,1.0688,0.5663,9.4873,8.7454,8.3941,0.2229,0.4353,5.7532,5.7925,CESC
TCGA-VS-A8EI-01A-11R-A37O-07,12.6215,2.4189,1.713,11.6631,11.0341,10.5745,1.8515,1.8732,7.556,6.618,CESC
TCGA-VS-A8EJ-01A-11R-A37O-07,11.6764,0.4644,0.741,10.6702,11.1008,10.211,0.9595,0.5446,7.1846,7.4078,CESC
TCGA-VS-A8EK-01A-12R-A37O-07,10.1851,1.3819,1.1569,8.3435,7.6107,7.3618,0.5854,0.4815,5.3174,6.0234,CESC
TCGA-VS-A8EL-01A-11R-A37O-07,12.688,3.9245,1.8122,9.1104,10.1801,9.2934,2.5485,1.4451,6.393,6.3419,CESC
TCGA-VS-A8Q8-01A-11R-A37O-07,13.3906,4.2445,1.5341,10.2212,10.2888,10.2775,2.0611,1.9795,7.3101,7.1347,CESC
TCGA-VS-A8Q9-01A-12R-A37O-07,12.9922,1.8166,0.7537,10.3871,10.9535,9.4942,0.8631,0.4261,6.7901,6.9411,CESC
TCGA-VS-A8QA-01A-11R-A37O-07,14.2324,1.6399,1.0131,11.4938,12.002,10.6964,1.5891,1.5519,7.8239,6.9909,CESC
TCGA-VS-A8QC-01A-11R-A37O-07,13.1631,2.1845,0.6171,9.809,10.687,9.7869,0.543,0.9815,6.1312,5.7582,CESC
TCGA-VS-A8QF-01A-21R-A37O-07,11.3761,1.1651,1.5525,8.0149,7.7238,7.8263,0.9123,1.2041,5.5778,5.7553,CESC
TCGA-VS-A8QH-01A-11R-A37O-07,12.0965,0.6195,0.3727,11.6171,11.6948,11.0837,0.2181,0.3606,6.7325,6.2526,CESC
TCGA-VS-A8QM-01A-11R-A37O-07,13.3208,2.0457,2.6875,10.3638,10.8046,9.9475,2.6698,1.479,6.4809,6.3775,CESC
TCGA-VS-A94W-01A-12R-A37O-07,14.1336,5.7701,3.7991,11.1472,11.7253,11.5558,2.6447,2.0682,8.3156,7.8759,CESC
TCGA-VS-A94X-01A-11R-A38B-07,12.9536,2.5532,2.4317,9.5659,10.5744,9.3689,1.3831,1.6623,7.3137,6.9831,CESC
TCGA-VS-A94Y-01A-11R-A38B-07,13.6837,3.6435,0.8698,11.2813,11.7733,10.1511,0.3999,2.6402,7.4054,7.11,CESC
TCGA-VS-A94Z-01A-11R-A38B-07,13.8306,2.9344,3.6293,11.3281,11.409,10.504,3.8036,2.2583,7.4113,7.1521,CESC
TCGA-VS-A950-01A-11R-A42T-07,12.5484,2.5096,1.0105,10.1916,10.2613,9.6555,0.5716,0.9843,6.6027,6.2233,CESC
TCGA-VS-A952-01A-11R-A38B-07,12.0503,1.4052,0.4644,10.0389,10.4888,10.1688,0.8696,0.3879,6.0633,7.35,CESC
TCGA-VS-A953-01A-11R-A38B-07,12.2329,2.8767,0.8129,10.3539,10.5341,9.3346,1.3707,0.9459,6.9448,6.3209,CESC
TCGA-VS-A954-01A-11R-A38B-07,11.6962,0.91,1.3015,8.0938,9.2123,8.6854,0.7796,0.617,6.1842,5.4684,CESC
TCGA-VS-A957-01A-11R-A42T-07,12.7901,3.4286,1.83,10.2328,10.8723,9.5548,2.0458,0.3787,6.6306,6.5476,CESC
TCGA-VS-A958-01A-11R-A42T-07,14.2836,3.6629,2.8241,11.0566,11.3779,11.5362,2.4156,2.1325,8.9695,6.7499,CESC
TCGA-VS-A959-01A-11R-A42T-07,13.1065,2.1688,1.621,10.4222,10.6398,9.8754,2.0525,1.2992,6.8085,6.6321,CESC
TCGA-VS-A9U5-01A-11R-A42T-07,12.06,2.0785,2.4393,8.0425,8.8916,7.2852,2.0525,1.3452,6.051,6.4189,CESC
TCGA-VS-A9U6-01A-11R-A42T-07,13.4965,1.7102,1.7267,11.2382,11.9136,10.1382,2.3468,1.2706,7.491,7.5606,CESC
TCGA-VS-A9U7-01A-11R-A42T-07,14.4523,7.8442,2.0647,12.0677,12.8574,11.3953,1.9316,1.3633,8.8575,6.8606,CESC
TCGA-VS-A9UB-01A-22R-A42T-07,14.3883,4.3604,2.7323,9.0676,12.3468,11.4411,2.4207,4.1425,8.9116,8.031,CESC
TCGA-VS-A9UC-01A-11R-A42T-07,14.1876,3.7112,1.0752,11.5402,12.2515,11.3768,1.717,1.7481,8.471,7.4276,CESC
TCGA-VS-A9UD-01A-11R-A42T-07,13.6988,3.3749,3.3431,12.406,13.0336,12.4664,2.7419,2.5415,9.4369,7.9536,CESC
TCGA-VS-A9UH-01A-11R-A42T-07,13.715,4.3167,2.8867,11.7315,13.8168,12.6132,3.2475,2.7453,8.6057,7.6123,CESC
TCGA-VS-A9UI-01A-11R-A42T-07,13.6065,4.1805,1.71,11.6088,12.2982,11.1752,1.9612,1.4851,8.3814,7.0025,CESC
TCGA-VS-A9UJ-01A-11R-A42T-07,10.1038,0.2922,0.1536,8.8571,7.2293,8.4531,0.0739,0.4555,4.4726,6.1235,CESC
TCGA-VS-A9UL-01A-11R-A42T-07,12.2831,1.4896,0.3754,9.6022,9.0458,8.9895,0.7298,0.1786,5.2494,6.5988,CESC
TCGA-VS-A9UM-01A-11R-A42T-07,13.4072,3.0798,1.9858,10.1378,10.9781,10.2361,1.5888,1.6836,7.1966,6.6121,CESC
TCGA-VS-A9UO-01A-11R-A42T-07,12.2786,1.9207,0.2626,10.8955,11.4685,11.1904,0.6184,0.1031,7.152,7.7241,CESC
TCGA-VS-A9UP-01A-11R-A42T-07,10.7641,0.4899,0.3882,7.6558,7.8222,7.9764,1.0913,0.3424,4.0628,6.3465,CESC
TCGA-VS-A9UQ-01A-21R-A42T-07,12.9714,1.8173,0.7794,10.7729,11.4505,10.6184,1.1322,0.8296,6.7466,7.0363,CESC
TCGA-VS-A9UR-01A-11R-A42T-07,12.4578,1.6028,0.83,11.2584,12.095,10.9839,1.0627,1.3941,7.4345,6.8701,CESC
TCGA-VS-A9UT-01A-11R-A42T-07,12.8617,3.1741,2.4275,10.2241,10.8276,10.2794,3.714,2.8387,6.9225,6.5565,CESC
TCGA-VS-A9UU-01A-11R-A42T-07,12.634,1.7481,0.8266,9.583,10.1777,9.4379,0.575,0.4561,6.1786,5.229,CESC
TCGA-VS-A9UV-01A-11R-A42T-07,11.5536,2.4752,0.7837,9.2648,9.7888,9.1384,0.4755,0.9493,6.6219,6.3919,CESC
TCGA-VS-A9UY-01A-11R-A42T-07,13.4036,4.531,1.4419,9.16,9.9741,10.3692,1.1766,1.7653,7.5638,6.8486,CESC
TCGA-VS-A9UZ-01A-11R-A42T-07,11.4458,1.9057,1.339,11.4936,11.7928,10.6611,1.6696,1.0473,7.3965,7.1563,CESC
TCGA-VS-A9V0-01A-11R-A42T-07,11.7109,0.4727,0.5958,9.6975,9.2422,9.3169,0.1521,0.2624,5.2515,6.5485,CESC
TCGA-VS-A9V1-01A-11R-A42T-07,11.4601,1.693,0.237,9.2196,9.7499,9.0133,0.5798,0.0772,5.4002,6.3545,CESC
TCGA-VS-A9V2-01A-11R-A42T-07,14.0005,3.4423,2.1185,11.2635,11.9166,10.6546,1.7181,1.7297,8.7438,7.2978,CESC
TCGA-VS-A9V3-01A-11R-A42T-07,14.2586,6.4042,2.0437,10.5289,11.2142,10.0963,1.9998,3.9526,7.6375,6.4539,CESC
TCGA-VS-A9V4-01A-12R-A42T-07,11.5159,0.6674,0.549,8.7618,9.0377,8.6435,0.7132,0.3531,5.3431,6.3307,CESC
TCGA-VS-A9V5-01A-11R-A42T-07,12.7704,1.5685,0.3093,10.584,10.9799,9.7723,0.3389,0.2252,6.1082,6.8313,CESC
TCGA-VS-AA62-01A-11R-A42T-07,14.2678,4.4384,2.713,11.3899,12.0351,11.3627,2.371,2.7947,8.8872,7.6172,CESC
TCGA-WL-A834-01A-11R-A352-07,10.5424,1.15,1.1591,6.8579,7.3881,6.2443,0.5086,0.4748,5.2735,4.9894,CESC
TCGA-XS-A8TJ-01A-11R-A36F-07,13.7674,2.4936,1.9212,11.4524,11.8215,9.915,1.6665,1.456,7.8451,7.2741,CESC
TCGA-ZJ-A8QO-01A-11R-A37O-07,12.6901,3.992,3.4793,9.4805,10.5606,9.1399,2.3018,2.3834,6.7686,7.0011,CESC
TCGA-ZJ-A8QQ-01A-11R-A37O-07,13.087,2.4436,0.9228,9.2492,10.8179,9.2623,0.4092,0.6574,7.0623,6.6445,CESC
