sample,weakBinder,canType
TCGA-DD-AACG-01,1084,LIHC
TCGA-2Y-A9GS-01,4974,LIHC
TCGA-BC-4073-01,1185,LIHC
TCGA-G3-A7M9-01,14286,LIHC
TCGA-RC-A6M6-01,7724,LIHC
TCGA-CC-A7IH-01,4212,LIHC
TCGA-DD-A4NH-01,12623,LIHC
TCGA-DD-AAE6-01,3159,LIHC
TCGA-WX-AA44-01,5215,LIHC
TCGA-YA-A8S7-01,9059,LIHC
TCGA-ED-A7PZ-01,4032,LIHC
TCGA-DD-AAE0-01,6256,LIHC
TCGA-DD-A4NO-01,4298,LIHC
TCGA-CC-A3MA-01,3880,LIHC
TCGA-UB-A7MC-01,7853,LIHC
TCGA-ZP-A9CV-01,2078,LIHC
TCGA-BD-A2L6-01,1522,LIHC
TCGA-GJ-A6C0-01,4296,LIHC
TCGA-DD-AAW1-01,1803,LIHC
TCGA-DD-AADB-01,2713,LIHC
TCGA-RC-A7S9-01,6097,LIHC
TCGA-UB-A7MD-01,1804,LIHC
TCGA-2Y-A9HA-01,3779,LIHC
TCGA-ZP-A9D1-01,4416,LIHC
TCGA-BW-A5NQ-01,1664,LIHC
TCGA-CC-A8HU-01,8992,LIHC
TCGA-BC-A3KF-01,4784,LIHC
TCGA-BC-A69I-01,1045,LIHC
TCGA-XR-A8TG-01,5787,LIHC
TCGA-ZP-A9CZ-01,2986,LIHC
TCGA-DD-A1EC-01,1666,LIHC
TCGA-ED-A8O6-01,6246,LIHC
TCGA-G3-A3CH-01,2294,LIHC
TCGA-XR-A8TC-01,6577,LIHC
TCGA-EP-A26S-01,1802,LIHC
TCGA-LG-A9QC-01,6179,LIHC
TCGA-DD-AACD-01,1111,LIHC
TCGA-BC-A217-01,9051,LIHC
TCGA-5C-A9VH-01,9336,LIHC
TCGA-G3-A25Z-01,946,LIHC
TCGA-LG-A6GG-01,2953,LIHC
TCGA-DD-AADO-01,1818,LIHC
TCGA-2Y-A9H1-01,1136,LIHC
TCGA-BC-A10Y-01,4541,LIHC
TCGA-G3-A5SI-01,1412,LIHC
TCGA-DD-AACL-01,3600,LIHC
TCGA-XR-A8TD-01,4441,LIHC
TCGA-DD-A11C-01,1923,LIHC
TCGA-KR-A7K0-01,8143,LIHC
TCGA-MR-A520-01,550,LIHC
TCGA-K7-AAU7-01,11917,LIHC
TCGA-DD-A73F-01,1603,LIHC
TCGA-DD-AACH-01,7998,LIHC
TCGA-CC-5259-01,349,LIHC
TCGA-CC-A5UE-01,3734,LIHC
TCGA-DD-AADU-01,3400,LIHC
TCGA-DD-AAW3-01,2132,LIHC
TCGA-G3-AAV5-01,2308,LIHC
TCGA-CC-A7IL-01,1669,LIHC
TCGA-DD-AAE4-01,602,LIHC
TCGA-2Y-A9GT-01,8928,LIHC
TCGA-CC-A3M9-01,4459,LIHC
TCGA-2Y-A9GY-01,4100,LIHC
TCGA-DD-A39V-01,1952,LIHC
TCGA-BC-A112-01,3506,LIHC
TCGA-4R-AA8I-01,3730,LIHC
TCGA-DD-AACY-01,3234,LIHC
TCGA-UB-A7ME-01,4092,LIHC
TCGA-FV-A3R3-01,684,LIHC
TCGA-G3-A25Y-01,5881,LIHC
TCGA-DD-A4NV-01,5291,LIHC
TCGA-DD-A1EG-01,1472,LIHC
TCGA-ED-A7PX-01,3438,LIHC
TCGA-CC-5261-01,4043,LIHC
TCGA-CC-A5UC-01,2067,LIHC
TCGA-DD-A4NE-01,3904,LIHC
TCGA-RC-A6M5-01,1119,LIHC
TCGA-DD-A1EH-01,1621,LIHC
TCGA-CC-A7IF-01,9961,LIHC
TCGA-G3-AAV0-01,2549,LIHC
TCGA-BC-A69H-01,1020,LIHC
TCGA-G3-A5SM-01,1986,LIHC
TCGA-DD-AAED-01,11829,LIHC
TCGA-5R-AA1D-01,888,LIHC
TCGA-DD-AACV-01,4906,LIHC
TCGA-CC-A5UD-01,3780,LIHC
TCGA-BC-A10R-01,998,LIHC
TCGA-CC-A9FS-01,3395,LIHC
TCGA-BW-A5NP-01,2823,LIHC
TCGA-DD-AAVQ-01,6424,LIHC
TCGA-DD-AACN-01,5769,LIHC
TCGA-DD-AAD1-01,4272,LIHC
TCGA-DD-AADJ-01,633,LIHC
TCGA-RC-A7SB-01,1994,LIHC
TCGA-ZS-A9CE-01,868,LIHC
TCGA-DD-AAD0-01,5613,LIHC
TCGA-ZP-A9D4-01,4105,LIHC
TCGA-K7-A5RF-01,254,LIHC
TCGA-BC-A10W-01,1697,LIHC
TCGA-DD-AADS-01,982,LIHC
TCGA-G3-A3CI-01,1263,LIHC
TCGA-CC-A7IK-01,2461,LIHC
TCGA-BC-A10T-01,1316,LIHC
TCGA-DD-A3A2-01,807,LIHC
TCGA-DD-AADK-01,4352,LIHC
TCGA-DD-A1EE-01,2287,LIHC
TCGA-ZS-A9CF-01,11230,LIHC
TCGA-DD-AAEI-01,970,LIHC
TCGA-3K-AAZ8-01,2372,LIHC
TCGA-DD-AAVZ-01,3467,LIHC
TCGA-O8-A75V-01,549,LIHC
TCGA-DD-AADY-01,1906,LIHC
TCGA-K7-A5RG-01,5952,LIHC
TCGA-2Y-A9H3-01,3174,LIHC
TCGA-G3-A7M6-01,21325,LIHC
TCGA-G3-A25V-01,2003,LIHC
TCGA-DD-A4ND-01,8382,LIHC
TCGA-G3-A3CG-01,2163,LIHC
TCGA-DD-A73A-01,2669,LIHC
TCGA-2Y-A9GZ-01,6634,LIHC
TCGA-DD-A73G-01,1493,LIHC
TCGA-CC-A7IE-01,3598,LIHC
TCGA-DD-AAVS-01,2147,LIHC
TCGA-DD-A73C-01,439,LIHC
TCGA-DD-AA3A-01,17440,LIHC
TCGA-DD-AAD3-01,1489,LIHC
TCGA-FV-A2QQ-01,2707,LIHC
TCGA-2Y-A9H9-01,8687,LIHC
TCGA-ED-A66Y-01,9790,LIHC
TCGA-DD-A11B-01,1365,LIHC
TCGA-BC-A10X-01,174,LIHC
TCGA-DD-AAVW-01,3035,LIHC
TCGA-ED-A7XP-01,3948,LIHC
TCGA-DD-AADG-01,2851,LIHC
TCGA-DD-A4NL-01,1696,LIHC
TCGA-G3-A6UC-01,8236,LIHC
TCGA-CC-A7IJ-01,4973,LIHC
TCGA-2Y-A9H2-01,19018,LIHC
TCGA-DD-A1EI-01,1875,LIHC
TCGA-DD-AADN-01,1332,LIHC
TCGA-UB-AA0V-01,1188,LIHC
TCGA-G3-A5SJ-01,6123,LIHC
TCGA-UB-A7MB-01,6585,LIHC
TCGA-CC-A3MB-01,6820,LIHC
TCGA-ED-A7PY-01,5513,LIHC
TCGA-5R-AAAM-01,513,LIHC
TCGA-ED-A66X-01,6231,LIHC
TCGA-G3-A25U-01,3507,LIHC
TCGA-DD-AACJ-01,1163,LIHC
TCGA-DD-A3A5-01,1436,LIHC
TCGA-UB-A7MA-01,11793,LIHC
TCGA-WQ-A9G7-01,13162,LIHC
TCGA-WQ-AB4B-01,2749,LIHC
TCGA-G3-A7M5-01,3430,LIHC
TCGA-DD-A115-01,858,LIHC
TCGA-DD-A1EB-01,1059,LIHC
TCGA-DD-AACC-01,1333,LIHC
TCGA-DD-AACZ-01,4524,LIHC
TCGA-DD-AADQ-01,2423,LIHC
TCGA-CC-A9FW-01,4219,LIHC
TCGA-XR-A8TE-01,8246,LIHC
TCGA-DD-AAE1-01,4706,LIHC
TCGA-2Y-A9GV-01,6276,LIHC
TCGA-5C-A9VG-01,5746,LIHC
TCGA-DD-AAVR-01,1802,LIHC
TCGA-BC-A8YO-01,8336,LIHC
TCGA-G3-AAV1-01,4241,LIHC
TCGA-DD-AAEA-01,5597,LIHC
TCGA-QA-A7B7-01,6928,LIHC
TCGA-DD-A4NS-01,11070,LIHC
TCGA-HP-A5MZ-01,2972,LIHC
TCGA-ED-A627-01,1534,LIHC
TCGA-MR-A8JO-01,5347,LIHC
TCGA-2Y-A9GX-01,4126,LIHC
TCGA-DD-AACF-01,2981,LIHC
TCGA-DD-AACX-01,2548,LIHC
TCGA-DD-A73E-01,2166,LIHC
TCGA-KR-A7K7-01,2659,LIHC
TCGA-DD-A1EJ-01,2140,LIHC
TCGA-CC-A8HS-01,22615,LIHC
TCGA-G3-AAV6-01,3850,LIHC
TCGA-G3-AAUZ-01,871,LIHC
TCGA-MI-A75C-01,5477,LIHC
TCGA-DD-AAVU-01,2481,LIHC
TCGA-ZP-A9CY-01,1754,LIHC
TCGA-EP-A2KA-01,3795,LIHC
TCGA-DD-AADI-01,1397,LIHC
TCGA-RC-A6M4-01,1959,LIHC
TCGA-RC-A6M3-01,15836,LIHC
TCGA-DD-AADR-01,843,LIHC
TCGA-2Y-A9HB-01,3692,LIHC
TCGA-DD-A3A9-01,1578,LIHC
TCGA-G3-A25T-01,3713,LIHC
TCGA-ES-A2HT-01,470,LIHC
TCGA-ES-A2HS-01,1640,LIHC
TCGA-DD-AACA-02,5600,LIHC
TCGA-2J-AAB1-01,1500,PAAD
TCGA-2J-AAB4-01,5230,PAAD
TCGA-2J-AAB6-01,2317,PAAD
TCGA-2J-AAB8-01,5414,PAAD
TCGA-2J-AAB9-01,1003,PAAD
TCGA-2J-AABA-01,3280,PAAD
TCGA-2J-AABE-01,3666,PAAD
TCGA-2J-AABF-01,4421,PAAD
TCGA-2J-AABH-01,3723,PAAD
TCGA-2J-AABI-01,2670,PAAD
TCGA-2J-AABK-01,5353,PAAD
TCGA-2J-AABO-01,1978,PAAD
TCGA-2J-AABP-01,1958,PAAD
TCGA-2J-AABR-01,1860,PAAD
TCGA-2J-AABT-01,2204,PAAD
TCGA-2J-AABU-01,1817,PAAD
TCGA-2J-AABV-01,189,PAAD
TCGA-2L-AAQA-01,12098,PAAD
TCGA-2L-AAQE-01,1437,PAAD
TCGA-2L-AAQI-01,2402,PAAD
TCGA-2L-AAQJ-01,1504,PAAD
TCGA-2L-AAQL-01,1785,PAAD
TCGA-2L-AAQM-01,5315,PAAD
TCGA-3A-A9I5-01,1716,PAAD
TCGA-3A-A9I7-01,2472,PAAD
TCGA-3A-A9I9-01,3425,PAAD
TCGA-3A-A9IB-01,2827,PAAD
TCGA-3A-A9IC-01,3716,PAAD
TCGA-3A-A9IH-01,1637,PAAD
TCGA-3A-A9IJ-01,3104,PAAD
TCGA-3A-A9IL-01,7001,PAAD
TCGA-3A-A9IN-01,6258,PAAD
TCGA-3A-A9IO-01,3218,PAAD
TCGA-3A-A9IR-01,7211,PAAD
TCGA-3A-A9IS-01,5682,PAAD
TCGA-3A-A9IU-01,3598,PAAD
TCGA-3A-A9IV-01,2938,PAAD
TCGA-3A-A9IX-01,1236,PAAD
TCGA-3A-A9IZ-01,1973,PAAD
TCGA-3A-A9J0-01,2962,PAAD
TCGA-3E-AAAY-01,6223,PAAD
TCGA-3E-AAAZ-01,3072,PAAD
TCGA-F2-6879-01,1303,PAAD
TCGA-F2-6880-01,209,PAAD
TCGA-F2-7273-01,1019,PAAD
TCGA-F2-7276-01,982,PAAD
TCGA-F2-A44G-01,4085,PAAD
TCGA-F2-A44H-01,1405,PAAD
TCGA-F2-A7TX-01,520,PAAD
TCGA-F2-A8YN-01,2600,PAAD
TCGA-FB-A4P5-01,2826,PAAD
TCGA-FB-A4P6-01,4648,PAAD
TCGA-FB-A545-01,7934,PAAD
TCGA-FB-A5VM-01,1358,PAAD
TCGA-FB-A78T-01,12470,PAAD
TCGA-FB-A7DR-01,2159,PAAD
TCGA-FB-AAPP-01,3517,PAAD
TCGA-FB-AAPQ-01,5637,PAAD
TCGA-FB-AAPS-01,4395,PAAD
TCGA-FB-AAPU-01,6746,PAAD
TCGA-FB-AAPY-01,5347,PAAD
TCGA-FB-AAPZ-01,4092,PAAD
TCGA-FB-AAQ0-01,12149,PAAD
TCGA-FB-AAQ1-01,3874,PAAD
TCGA-FB-AAQ2-01,2061,PAAD
TCGA-FB-AAQ3-01,2462,PAAD
TCGA-FB-AAQ6-01,3039,PAAD
TCGA-H6-8124-01,2787,PAAD
TCGA-H6-8124-11,1897,PAAD
TCGA-H6-A45N-01,5160,PAAD
TCGA-H6-A45N-11,18209,PAAD
TCGA-H8-A6C1-01,8666,PAAD
TCGA-HV-A5A3-01,9842,PAAD
TCGA-HV-A5A3-11,3449,PAAD
TCGA-HV-A5A4-01,6370,PAAD
TCGA-HV-A5A5-01,1924,PAAD
TCGA-HV-A5A6-01,4653,PAAD
TCGA-HV-A7OL-01,2014,PAAD
TCGA-HV-A7OP-01,796,PAAD
TCGA-HV-AA8V-01,5044,PAAD
TCGA-HV-AA8X-01,2427,PAAD
TCGA-HZ-7289-01,863,PAAD
TCGA-HZ-7918-01,471,PAAD
TCGA-HZ-7919-01,2228,PAAD
TCGA-HZ-7920-01,1867,PAAD
TCGA-HZ-7922-01,708,PAAD
TCGA-HZ-7923-01,3889,PAAD
TCGA-HZ-7924-01,1776,PAAD
TCGA-HZ-7925-01,2070,PAAD
TCGA-HZ-7926-01,1752,PAAD
TCGA-HZ-8001-01,1203,PAAD
TCGA-HZ-8002-01,1267,PAAD
TCGA-HZ-8003-01,578,PAAD
TCGA-HZ-8005-01,1129,PAAD
TCGA-HZ-8315-01,3978,PAAD
TCGA-HZ-8317-01,661,PAAD
TCGA-HZ-8519-01,1653,PAAD
TCGA-HZ-8636-01,3469,PAAD
TCGA-HZ-8637-01,3628,PAAD
TCGA-HZ-8638-01,3207,PAAD
TCGA-HZ-A49G-01,4870,PAAD
TCGA-HZ-A49H-01,2131,PAAD
TCGA-HZ-A49I-01,6617,PAAD
TCGA-HZ-A4BH-01,4073,PAAD
TCGA-HZ-A4BK-01,2287,PAAD
TCGA-HZ-A77O-01,773,PAAD
TCGA-HZ-A77P-01,2015,PAAD
TCGA-HZ-A77Q-01,1917,PAAD
TCGA-HZ-A8P0-01,5480,PAAD
TCGA-HZ-A8P1-01,7426,PAAD
TCGA-HZ-A9TJ-01,4332,PAAD
TCGA-HZ-A9TJ-06,5263,PAAD
TCGA-IB-7644-01,1235,PAAD
TCGA-IB-7645-01,1404,PAAD
TCGA-IB-7646-01,1095,PAAD
TCGA-IB-7647-01,753,PAAD
TCGA-IB-7649-01,448,PAAD
TCGA-IB-7651-01,1640,PAAD
TCGA-IB-7652-01,1336,PAAD
TCGA-IB-7654-01,1088,PAAD
TCGA-IB-7885-01,1331,PAAD
TCGA-IB-7886-01,2248,PAAD
TCGA-IB-7887-01,1301,PAAD
TCGA-IB-7888-01,1103,PAAD
TCGA-IB-7889-01,1195,PAAD
TCGA-IB-7890-01,645,PAAD
TCGA-IB-7891-01,509,PAAD
TCGA-IB-7893-01,750,PAAD
TCGA-IB-7897-01,2663,PAAD
TCGA-IB-8126-01,664,PAAD
TCGA-IB-8127-01,2794,PAAD
TCGA-IB-A5SO-01,6572,PAAD
TCGA-IB-A5SP-01,1249,PAAD
TCGA-IB-A5SQ-01,1370,PAAD
TCGA-IB-A5SS-01,836,PAAD
TCGA-IB-A5ST-01,2589,PAAD
TCGA-IB-A6UF-01,3614,PAAD
TCGA-IB-A6UG-01,3131,PAAD
TCGA-IB-A7LX-01,14257,PAAD
TCGA-IB-A7M4-01,2159,PAAD
TCGA-IB-AAUM-01,1188,PAAD
TCGA-IB-AAUN-01,2235,PAAD
TCGA-IB-AAUO-01,7968,PAAD
TCGA-IB-AAUP-01,4868,PAAD
TCGA-IB-AAUQ-01,2741,PAAD
TCGA-IB-AAUR-01,6934,PAAD
TCGA-IB-AAUS-01,2318,PAAD
TCGA-IB-AAUT-01,2429,PAAD
TCGA-IB-AAUU-01,3230,PAAD
TCGA-IB-AAUV-01,2457,PAAD
TCGA-IB-AAUW-01,2436,PAAD
TCGA-L1-A7W4-01,5934,PAAD
TCGA-LB-A7SX-01,5955,PAAD
TCGA-LB-A8F3-01,2402,PAAD
TCGA-LB-A9Q5-01,656,PAAD
TCGA-M8-A5N4-01,6706,PAAD
TCGA-OE-A75W-01,5755,PAAD
TCGA-PZ-A5RE-01,1823,PAAD
TCGA-Q3-A5QY-01,3831,PAAD
TCGA-Q3-AA2A-01,9774,PAAD
TCGA-RB-A7B8-01,6999,PAAD
TCGA-RB-AA9M-01,2370,PAAD
TCGA-RL-AAAS-01,1215,PAAD
TCGA-S4-A8RM-01,11486,PAAD
TCGA-S4-A8RO-01,2815,PAAD
TCGA-S4-A8RP-01,8118,PAAD
TCGA-US-A774-01,1034,PAAD
TCGA-US-A776-01,5366,PAAD
TCGA-US-A779-01,3727,PAAD
TCGA-US-A77E-01,4903,PAAD
TCGA-US-A77G-01,2713,PAAD
TCGA-US-A77J-01,1817,PAAD
TCGA-XD-AAUG-01,2163,PAAD
TCGA-XD-AAUH-01,3209,PAAD
TCGA-XD-AAUI-01,5156,PAAD
TCGA-XD-AAUL-01,2782,PAAD
TCGA-XN-A8T3-01,3059,PAAD
TCGA-XN-A8T5-01,3440,PAAD
TCGA-YB-A89D-01,2572,PAAD
TCGA-YB-A89D-11,2386,PAAD
TCGA-YH-A8SY-01,3404,PAAD
TCGA-YY-A8LH-01,5872,PAAD
TCGA-Z5-AAPL-01,13399,PAAD
TCGA-VQ-A91Y-01,12742,STAD
TCGA-VQ-A8DT-01,1214,STAD
TCGA-VQ-A91D-01,15449,STAD
TCGA-IN-A6RO-01,10151,STAD
TCGA-VQ-A91K-01,6132,STAD
TCGA-IN-A6RS-01,7216,STAD
TCGA-VQ-AA68-01,7742,STAD
TCGA-RD-A8NB-01,4947,STAD
TCGA-VQ-A91V-01,9425,STAD
TCGA-CD-A48A-01,5964,STAD
TCGA-VQ-A927-01,12610,STAD
TCGA-RD-A7BW-01,2328,STAD
TCGA-F1-A72C-01,6005,STAD
TCGA-VQ-A94O-01,12143,STAD
TCGA-IN-A6RJ-01,5811,STAD
TCGA-VQ-A8E3-01,4437,STAD
TCGA-VQ-A8PP-01,8204,STAD
TCGA-RD-A7BT-01,10506,STAD
TCGA-R5-A7ZI-01,3792,STAD
TCGA-KB-A93J-01,6964,STAD
TCGA-VQ-A8P8-01,4041,STAD
TCGA-RD-A7BS-01,3824,STAD
TCGA-B7-A5TN-01,6046,STAD
TCGA-VQ-A924-01,8808,STAD
TCGA-VQ-A8PD-01,20254,STAD
TCGA-VQ-A91S-01,12929,STAD
TCGA-IN-AB1V-01,19697,STAD
TCGA-SW-A7EB-01,7171,STAD
TCGA-VQ-AA64-01,10031,STAD
TCGA-D7-A747-01,2774,STAD
TCGA-ZQ-A9CR-01,4799,STAD
TCGA-VQ-A8PE-01,16644,STAD
TCGA-BR-6453-01,1766,STAD
TCGA-RD-A8N4-01,4888,STAD
TCGA-R5-A7ZR-01,2693,STAD
TCGA-IN-A7NT-01,15030,STAD
TCGA-VQ-A91Q-01,31835,STAD
TCGA-VQ-AA6D-01,18856,STAD
TCGA-HF-A5NB-01,6020,STAD
TCGA-BR-A44U-01,4493,STAD
TCGA-D7-A6EY-01,4223,STAD
TCGA-VQ-A8DU-01,13596,STAD
TCGA-IN-A6RR-01,15926,STAD
TCGA-MX-A666-01,14861,STAD
TCGA-VQ-A922-01,14797,STAD
TCGA-ZA-A8F6-01,6628,STAD
TCGA-R5-A7O7-01,2946,STAD
TCGA-VQ-A8PM-01,5524,STAD
TCGA-FP-A4BF-01,10842,STAD
TCGA-VQ-A91E-01,12509,STAD
TCGA-RD-A8N1-01,38667,STAD
TCGA-FP-A9TM-01,27897,STAD
TCGA-VQ-A8PF-01,6337,STAD
TCGA-D7-A74A-01,1969,STAD
TCGA-D7-A6EV-01,12651,STAD
TCGA-B7-A5TK-01,1547,STAD
TCGA-R5-A805-01,2169,STAD
TCGA-VQ-A91Z-01,12440,STAD
TCGA-VQ-AA6F-01,4620,STAD
TCGA-3M-AB47-01,3224,STAD
TCGA-VQ-A91X-01,9374,STAD
TCGA-VQ-A8PJ-01,9355,STAD
TCGA-RD-A8MW-01,4486,STAD
TCGA-VQ-AA6I-01,7886,STAD
TCGA-RD-A8N0-01,8444,STAD
TCGA-VQ-A8PX-01,13030,STAD
TCGA-RD-A8N9-01,4890,STAD
TCGA-VQ-AA6K-01,17865,STAD
TCGA-RD-A7C1-01,995,STAD
TCGA-IN-A6RN-01,10602,STAD
TCGA-MX-A663-01,7871,STAD
TCGA-VQ-A8PQ-01,28637,STAD
TCGA-D7-A6F0-01,14347,STAD
TCGA-VQ-A928-01,29243,STAD
TCGA-RD-A8MV-01,9130,STAD
TCGA-KB-A6F7-01,7634,STAD
TCGA-VQ-A8PK-01,8720,STAD
TCGA-IN-A6RI-01,2597,STAD
TCGA-VQ-A91U-01,16071,STAD
TCGA-MX-A5UG-01,11820,STAD
TCGA-VQ-A8PO-01,8821,STAD
TCGA-B7-A5TJ-01,7882,STAD
TCGA-FP-A8CX-01,11570,STAD
TCGA-IN-A7NU-01,7253,STAD
TCGA-VQ-A91W-01,5140,STAD
TCGA-D7-A6EX-01,8445,STAD
TCGA-IN-AB1X-01,13347,STAD
TCGA-VQ-A925-01,16900,STAD
TCGA-RD-A8N6-01,16444,STAD
TCGA-VQ-AA6A-01,9641,STAD
TCGA-VQ-AA6B-01,16944,STAD
TCGA-VQ-A8PH-01,22060,STAD
TCGA-VQ-A8E0-01,6337,STAD
TCGA-VQ-A91A-01,11598,STAD
TCGA-VQ-A92D-01,11219,STAD
TCGA-HU-8249-01,6794,STAD
TCGA-VQ-A8DV-01,5188,STAD
TCGA-VQ-A94R-01,18223,STAD
TCGA-VQ-A91N-01,8256,STAD
TCGA-VQ-A8E7-01,13190,STAD
TCGA-SW-A7EA-01,4247,STAD
TCGA-VQ-A8E2-01,19875,STAD
TCGA-VQ-A8DZ-01,9653,STAD
TCGA-VQ-A8P5-01,4305,STAD
TCGA-RD-A8N5-01,7220,STAD
TCGA-VQ-A8PU-01,7996,STAD
TCGA-R5-A7ZF-01,1711,STAD
TCGA-MX-A5UJ-01,7920,STAD
TCGA-VQ-A94P-01,2231,STAD
TCGA-HU-A4GQ-01,2821,STAD
TCGA-D7-A6EZ-01,3771,STAD
TCGA-IN-A6RL-01,7835,STAD
TCGA-VQ-A94T-01,9208,STAD
TCGA-D7-A6F2-01,14428,STAD
TCGA-VQ-A923-01,39561,STAD
TCGA-VQ-A8P2-01,5067,STAD
TCGA-VQ-A8PC-01,7711,STAD
TCGA-VQ-A8P3-01,6848,STAD
TCGA-RD-A8N2-01,3313,STAD
TCGA-R5-A7ZE-01,1176,STAD
TCGA-HU-A4GD-01,4336,STAD
TCGA-VQ-A94U-01,33335,STAD
TCGA-VQ-AA6J-01,9364,STAD
TCGA-VQ-AA6G-01,8368,STAD
TCGA-IN-A7NR-01,2470,STAD
TCGA-B7-A5TI-01,4575,STAD
TCGA-VQ-A8PB-01,4430,STAD
TCGA-D7-A748-01,865,STAD
TCGA-3M-AB46-01,6511,STAD
TCGA-VQ-AA69-01,7206,STAD
TCGA-KB-A93H-01,16363,STAD
TCGA-KB-A93G-01,18598,STAD
TCGA-B7-5816-01,1291,STAD
TCGA-B7-5818-01,1381,STAD
TCGA-BR-4187-01,628,STAD
TCGA-BR-4191-01,3384,STAD
TCGA-BR-4201-01,6696,STAD
TCGA-BR-4253-01,3678,STAD
TCGA-BR-4255-01,580,STAD
TCGA-BR-4256-01,1655,STAD
TCGA-BR-4257-01,1242,STAD
TCGA-BR-4267-01,2693,STAD
TCGA-BR-4279-01,356,STAD
TCGA-BR-4280-01,8373,STAD
TCGA-BR-4292-01,4854,STAD
TCGA-BR-4294-01,736,STAD
TCGA-BR-4357-01,14775,STAD
TCGA-BR-4361-01,13770,STAD
TCGA-BR-4362-01,6822,STAD
TCGA-BR-4363-01,9799,STAD
TCGA-BR-4366-01,4076,STAD
TCGA-BR-4367-01,555,STAD
TCGA-BR-4368-01,11763,STAD
TCGA-BR-4369-01,14855,STAD
TCGA-BR-4370-01,10583,STAD
TCGA-BR-4371-01,3057,STAD
TCGA-BR-6452-01,2388,STAD
TCGA-BR-6454-01,1579,STAD
TCGA-BR-6455-01,1521,STAD
TCGA-BR-6456-01,2240,STAD
TCGA-BR-6457-01,469,STAD
TCGA-BR-6458-01,8216,STAD
TCGA-BR-6563-01,1116,STAD
TCGA-BR-6564-01,1376,STAD
TCGA-BR-6565-01,6931,STAD
TCGA-BR-6566-01,1257,STAD
TCGA-BR-6705-01,2942,STAD
TCGA-BR-6706-01,6478,STAD
TCGA-BR-6707-01,4919,STAD
TCGA-BR-6709-01,1983,STAD
TCGA-BR-6710-01,1253,STAD
TCGA-BR-6801-01,1263,STAD
TCGA-BR-6802-01,2142,STAD
TCGA-BR-6803-01,1346,STAD
TCGA-BR-6852-01,4706,STAD
TCGA-BR-7196-01,4878,STAD
TCGA-BR-7197-01,5201,STAD
TCGA-BR-7703-01,5725,STAD
TCGA-BR-7704-01,13357,STAD
TCGA-BR-7707-01,2055,STAD
TCGA-BR-7715-01,2370,STAD
TCGA-BR-7716-01,1928,STAD
TCGA-BR-7717-01,981,STAD
TCGA-BR-7722-01,15882,STAD
TCGA-BR-7723-01,4379,STAD
TCGA-BR-7851-01,5002,STAD
TCGA-BR-7901-01,2447,STAD
TCGA-BR-7957-01,1154,STAD
TCGA-BR-7958-01,1466,STAD
TCGA-BR-7959-01,2960,STAD
TCGA-BR-8058-01,1564,STAD
TCGA-BR-8059-01,1182,STAD
TCGA-BR-8060-01,4988,STAD
TCGA-BR-8077-01,6068,STAD
TCGA-BR-8078-01,2338,STAD
TCGA-BR-8080-01,3217,STAD
TCGA-BR-8081-01,3993,STAD
TCGA-BR-8284-01,2290,STAD
TCGA-BR-8286-01,3994,STAD
TCGA-BR-8289-01,4395,STAD
TCGA-BR-8291-01,5107,STAD
TCGA-BR-8295-01,2522,STAD
TCGA-BR-8296-01,4426,STAD
TCGA-BR-8297-01,2154,STAD
TCGA-BR-8361-01,5557,STAD
TCGA-BR-8362-01,2754,STAD
TCGA-BR-8363-01,3350,STAD
TCGA-BR-8364-01,2879,STAD
TCGA-BR-8365-01,3531,STAD
TCGA-BR-8366-01,1983,STAD
TCGA-BR-8367-01,5164,STAD
TCGA-BR-8368-01,1024,STAD
TCGA-BR-8369-01,6753,STAD
TCGA-BR-8371-01,4310,STAD
TCGA-BR-8372-01,1679,STAD
TCGA-BR-8373-01,8430,STAD
TCGA-BR-8380-01,2804,STAD
TCGA-BR-8381-01,3026,STAD
TCGA-BR-8382-01,2152,STAD
TCGA-BR-8384-01,4609,STAD
TCGA-BR-8483-01,13319,STAD
TCGA-BR-8484-01,13243,STAD
TCGA-BR-8485-01,4754,STAD
TCGA-BR-8486-01,12709,STAD
TCGA-BR-8487-01,5763,STAD
TCGA-BR-8588-01,2725,STAD
TCGA-BR-8589-01,2023,STAD
TCGA-BR-8590-01,5184,STAD
TCGA-BR-8591-01,4260,STAD
TCGA-BR-8592-01,6691,STAD
TCGA-BR-8676-01,6469,STAD
TCGA-BR-8677-01,8445,STAD
TCGA-BR-8678-01,14804,STAD
TCGA-BR-8679-01,9457,STAD
TCGA-BR-8680-01,11978,STAD
TCGA-BR-8682-01,12817,STAD
TCGA-BR-8683-01,11171,STAD
TCGA-BR-8686-01,15941,STAD
TCGA-BR-8687-01,1987,STAD
TCGA-BR-8690-01,5959,STAD
TCGA-BR-A44T-01,17499,STAD
TCGA-BR-A452-01,4016,STAD
TCGA-BR-A453-01,1763,STAD
TCGA-BR-A4CR-01,7684,STAD
TCGA-BR-A4CS-01,14814,STAD
TCGA-BR-A4IU-01,1802,STAD
TCGA-BR-A4IV-01,2656,STAD
TCGA-BR-A4IY-01,3049,STAD
TCGA-BR-A4IZ-01,1912,STAD
TCGA-BR-A4J1-01,16647,STAD
TCGA-BR-A4J2-01,10051,STAD
TCGA-BR-A4J4-01,3909,STAD
TCGA-BR-A4J5-01,3490,STAD
TCGA-BR-A4J6-01,2432,STAD
TCGA-BR-A4J7-01,12035,STAD
