sample,weakBinder,canType
TCGA-AR-A2LL-01,7564,BRCA
TCGA-A8-A09Z-01,967,BRCA
TCGA-A2-A0YJ-01,1741,BRCA
TCGA-E2-A15F-01,5761,BRCA
TCGA-D8-A1JT-01,1689,BRCA
TCGA-AO-A0JF-01,489,BRCA
TCGA-A7-A6VY-01,3086,BRCA
TCGA-B6-A0IQ-01,5412,BRCA
TCGA-4H-AAAK-01,4371,BRCA
TCGA-A2-A3XU-01,2271,BRCA
TCGA-C8-A12X-01,1267,BRCA
TCGA-E9-A226-01,4303,BRCA
TCGA-A2-A1FW-01,2750,BRCA
TCGA-A8-A084-01,5473,BRCA
TCGA-E9-A227-01,1689,BRCA
TCGA-BH-A42V-01,17949,BRCA
TCGA-BH-A0E7-01,2085,BRCA
TCGA-A7-A56D-01,1439,BRCA
TCGA-A8-A082-01,2578,BRCA
TCGA-C8-A133-01,1412,BRCA
TCGA-D8-A1XM-01,639,BRCA
TCGA-PE-A5DD-01,18286,BRCA
TCGA-AO-A12G-01,905,BRCA
TCGA-BH-A0BF-01,5246,BRCA
TCGA-AO-A03L-01,1421,BRCA
TCGA-E2-A1IF-01,2963,BRCA
TCGA-AN-A0FW-01,1228,BRCA
TCGA-BH-A0H0-01,6779,BRCA
TCGA-BH-A5IZ-01,3632,BRCA
TCGA-EW-A1PH-01,1316,BRCA
TCGA-EW-A1PC-01,4090,BRCA
TCGA-BH-A0BL-01,1949,BRCA
TCGA-A8-A07E-01,904,BRCA
TCGA-A7-A4SB-01,28686,BRCA
TCGA-A8-A08X-01,1134,BRCA
TCGA-BH-A0BS-01,538,BRCA
TCGA-A2-A04P-01,7749,BRCA
TCGA-AO-A03V-01,2364,BRCA
TCGA-5L-AAT1-01,3452,BRCA
TCGA-PL-A8LV-01,7433,BRCA
TCGA-BH-A1FG-01,822,BRCA
TCGA-A8-A08R-01,2741,BRCA
TCGA-A2-A0EN-01,2854,BRCA
TCGA-A7-A3J1-01,14662,BRCA
TCGA-AO-A12C-01,3392,BRCA
TCGA-BH-A18P-01,2970,BRCA
TCGA-E2-A10B-01,1380,BRCA
TCGA-EW-A6SC-01,6945,BRCA
TCGA-B6-A0WW-01,1230,BRCA
TCGA-AQ-A54O-01,7599,BRCA
TCGA-E9-A247-01,4894,BRCA
TCGA-LL-A8F5-01,4402,BRCA
TCGA-AC-A23G-01,907,BRCA
TCGA-BH-AB28-01,10670,BRCA
TCGA-AR-A0TV-01,3484,BRCA
TCGA-B6-A0X4-01,2923,BRCA
TCGA-A2-A4S1-01,5200,BRCA
TCGA-B6-A0WS-01,1384,BRCA
TCGA-A1-A0SI-01,1054,BRCA
TCGA-A2-A0YT-01,2791,BRCA
TCGA-BH-A0DZ-01,479,BRCA
TCGA-AC-A3QP-01,2396,BRCA
TCGA-AR-A0U2-01,3898,BRCA
TCGA-D8-A1JB-01,1960,BRCA
TCGA-AR-A2LM-01,4240,BRCA
TCGA-E2-A150-01,1327,BRCA
TCGA-E9-A2JS-01,5354,BRCA
TCGA-A7-A13H-01,10876,BRCA
TCGA-A2-A0EY-01,3813,BRCA
TCGA-E2-A15I-01,13462,BRCA
TCGA-A8-A09M-01,7348,BRCA
TCGA-AR-A0TS-01,3706,BRCA
TCGA-GM-A2D9-01,6445,BRCA
TCGA-XX-A89A-01,10206,BRCA
TCGA-E9-A1RF-01,2513,BRCA
TCGA-AC-A6NO-01,14067,BRCA
TCGA-EW-A1PB-01,2111,BRCA
TCGA-D8-A27N-01,1549,BRCA
TCGA-AN-A0XO-01,1095,BRCA
TCGA-A2-A25A-01,612,BRCA
TCGA-E9-A1NC-01,1252,BRCA
TCGA-A2-A25B-01,1902,BRCA
TCGA-AR-A24R-01,3324,BRCA
TCGA-C8-A12Z-01,929,BRCA
TCGA-AR-A2LO-01,6142,BRCA
TCGA-AC-A3W5-01,5689,BRCA
TCGA-A8-A08I-01,5005,BRCA
TCGA-E2-A14Y-01,572,BRCA
TCGA-A8-A06X-01,2026,BRCA
TCGA-AO-A12A-01,4535,BRCA
TCGA-AR-A24N-01,1907,BRCA
TCGA-A2-A0YC-01,2362,BRCA
TCGA-B6-A40B-01,9009,BRCA
TCGA-E2-A1L6-01,4302,BRCA
TCGA-A8-A09V-01,13110,BRCA
TCGA-5T-A9QA-01,5325,BRCA
TCGA-E2-A14Q-01,1256,BRCA
TCGA-A2-A0T2-01,940,BRCA
TCGA-AR-A24M-01,648,BRCA
TCGA-AC-A2QJ-01,1551,BRCA
TCGA-AR-A24P-01,1699,BRCA
TCGA-AR-A1AY-01,4171,BRCA
TCGA-EW-A1PE-01,3793,BRCA
TCGA-E2-A15O-01,6733,BRCA
TCGA-BH-A1EY-01,2136,BRCA
TCGA-AO-A128-01,3257,BRCA
TCGA-AN-A0FN-01,692,BRCA
TCGA-AO-A12D-01,1736,BRCA
TCGA-LL-A5YO-01,2643,BRCA
TCGA-BH-A0B5-01,9259,BRCA
TCGA-BH-A0H3-01,1174,BRCA
TCGA-A8-A085-01,1802,BRCA
TCGA-D8-A143-01,1224,BRCA
TCGA-A2-A0T5-01,1337,BRCA
TCGA-E9-A1RH-01,806,BRCA
TCGA-OL-A66H-01,3594,BRCA
TCGA-BH-A18V-01,3175,BRCA
TCGA-AR-A24X-01,1108,BRCA
TCGA-A8-A06Z-01,1607,BRCA
TCGA-E2-A15E-01,4162,BRCA
TCGA-A2-A3XY-01,5641,BRCA
TCGA-BH-A1FC-01,1302,BRCA
TCGA-D8-A1XC-01,2383,BRCA
TCGA-E9-A1R0-01,1229,BRCA
TCGA-S3-AA10-01,5122,BRCA
TCGA-E2-A158-01,6229,BRCA
TCGA-A8-A09I-01,2085,BRCA
TCGA-E2-A572-01,1567,BRCA
TCGA-Z7-A8R5-01,2826,BRCA
TCGA-EW-A1P3-01,9248,BRCA
TCGA-OL-A66N-01,2930,BRCA
TCGA-AO-A12B-01,1017,BRCA
TCGA-C8-A131-01,3080,BRCA
TCGA-BH-A0WA-01,1516,BRCA
TCGA-A2-A4RY-01,17603,BRCA
TCGA-AN-A0XW-01,957,BRCA
TCGA-C8-A27A-01,3205,BRCA
TCGA-C8-A26X-01,949,BRCA
TCGA-A8-A08F-01,3608,BRCA
TCGA-E2-A1LL-01,784,BRCA
TCGA-E9-A1ND-01,1386,BRCA
TCGA-A2-A0YH-01,1465,BRCA
TCGA-E9-A249-01,3151,BRCA
TCGA-BH-A0C3-01,2628,BRCA
TCGA-B6-A0IG-01,2388,BRCA
TCGA-AN-A0AL-01,751,BRCA
TCGA-BH-A0DO-01,3160,BRCA
TCGA-EW-A3U0-01,8710,BRCA
TCGA-AR-A2LJ-01,1947,BRCA
TCGA-GM-A2DK-01,2154,BRCA
TCGA-AR-A1AI-01,1239,BRCA
TCGA-AO-A0J4-01,1468,BRCA
TCGA-E2-A108-01,1758,BRCA
TCGA-D8-A1XT-01,2612,BRCA
TCGA-C8-A1HN-01,2616,BRCA
TCGA-S3-A6ZH-01,3533,BRCA
TCGA-A2-A04U-01,3085,BRCA
TCGA-D8-A1Y2-01,933,BRCA
TCGA-D8-A147-01,4263,BRCA
TCGA-S3-A6ZF-01,7443,BRCA
TCGA-E9-A5UO-01,3042,BRCA
TCGA-B6-A409-01,2198,BRCA
TCGA-BH-A1EV-01,3489,BRCA
TCGA-A2-A0YI-01,1415,BRCA
TCGA-BH-A18M-01,1402,BRCA
TCGA-B6-A0IN-01,1303,BRCA
TCGA-A2-A0ET-01,5713,BRCA
TCGA-E9-A228-01,2223,BRCA
TCGA-OL-A97C-01,8743,BRCA
TCGA-LQ-A4E4-01,19690,BRCA
TCGA-BH-A0H7-01,528,BRCA
TCGA-LL-A73Y-01,5164,BRCA
TCGA-E9-A245-01,1477,BRCA
TCGA-AN-A049-01,1855,BRCA
TCGA-E2-A1IU-01,1462,BRCA
TCGA-B6-A0IM-01,1517,BRCA
TCGA-BH-A28Q-01,1719,BRCA
TCGA-AO-A0J7-01,2330,BRCA
TCGA-EW-A6SD-01,2574,BRCA
TCGA-BH-A0HF-01,708,BRCA
TCGA-AC-A3BB-01,2785,BRCA
TCGA-A2-A0EW-01,1905,BRCA
TCGA-AR-A2LE-01,3596,BRCA
TCGA-A2-A0CP-01,2263,BRCA
TCGA-A8-A093-01,2484,BRCA
TCGA-AC-A2BM-01,11244,BRCA
TCGA-BH-A1EW-01,2535,BRCA
TCGA-BH-A42T-01,10080,BRCA
TCGA-C8-A275-01,1334,BRCA
TCGA-D8-A1XV-01,1519,BRCA
TCGA-BH-A0RX-01,1225,BRCA
TCGA-OL-A6VO-01,3698,BRCA
TCGA-EW-A6SB-01,1120,BRCA
TCGA-LL-A5YP-01,2931,BRCA
TCGA-AO-A124-01,1894,BRCA
TCGA-AN-A0AK-01,793,BRCA
TCGA-AO-A0J5-01,898,BRCA
TCGA-AN-A0XN-01,719,BRCA
TCGA-UL-AAZ6-01,11702,BRCA
TCGA-EW-A1J2-01,2645,BRCA
TCGA-E2-A14S-01,5328,BRCA
TCGA-E9-A1R7-01,864,BRCA
TCGA-D8-A1XY-01,2027,BRCA
TCGA-BH-A1FB-01,1255,BRCA
TCGA-OL-A5RX-01,8866,BRCA
TCGA-BH-A0BA-01,5281,BRCA
TCGA-A8-A09N-01,1664,BRCA
TCGA-D8-A27W-01,1743,BRCA
TCGA-HN-A2NL-01,6488,BRCA
TCGA-AR-A1AX-01,3687,BRCA
TCGA-A8-A08S-01,2082,BRCA
TCGA-E9-A243-01,789,BRCA
TCGA-E2-A15P-01,3450,BRCA
TCGA-D8-A145-01,3480,BRCA
TCGA-AC-A3EH-01,2687,BRCA
TCGA-E2-A1LH-01,3307,BRCA
TCGA-A8-A07I-01,1905,BRCA
TCGA-AC-A3YJ-01,3598,BRCA
TCGA-E2-A15T-01,1576,BRCA
TCGA-D8-A13Z-01,1899,BRCA
TCGA-AO-A1KO-01,703,BRCA
TCGA-C8-A1HF-01,2405,BRCA
TCGA-A2-A0CM-01,4900,BRCA
TCGA-A7-A0CJ-01,5154,BRCA
TCGA-AQ-A1H3-01,1019,BRCA
TCGA-S3-AA17-01,16284,BRCA
TCGA-A7-A2KD-01,6498,BRCA
TCGA-D8-A27E-01,853,BRCA
TCGA-C8-A12O-01,1171,BRCA
TCGA-BH-A1FR-01,2216,BRCA
TCGA-BH-A18J-01,1081,BRCA
TCGA-E9-A1N4-01,1444,BRCA
TCGA-A2-A0CS-01,1136,BRCA
TCGA-E2-A1IL-01,5579,BRCA
TCGA-AR-A1AO-01,665,BRCA
TCGA-OL-A5D6-01,2974,BRCA
TCGA-D8-A1XG-01,2157,BRCA
TCGA-AN-A0FK-01,1484,BRCA
TCGA-AR-A254-01,2077,BRCA
TCGA-D8-A73U-01,11568,BRCA
TCGA-AN-A0FV-01,2113,BRCA
TCGA-BH-A0DQ-01,958,BRCA
TCGA-AN-A0AM-01,2686,BRCA
TCGA-AR-A256-01,1124,BRCA
TCGA-BH-A1F6-01,987,BRCA
TCGA-AR-A255-01,2118,BRCA
TCGA-A2-A1FX-01,7555,BRCA
TCGA-A1-A0SJ-01,1061,BRCA
TCGA-A8-A0A2-01,9460,BRCA
TCGA-E2-A570-01,7967,BRCA
TCGA-AR-A1AR-01,1055,BRCA
TCGA-AO-A1KR-01,8260,BRCA
TCGA-BH-A0B3-01,1695,BRCA
TCGA-E9-A1QZ-01,2426,BRCA
TCGA-D8-A27I-01,2575,BRCA
TCGA-E2-A14N-01,2239,BRCA
TCGA-EW-A1J3-01,9862,BRCA
TCGA-BH-A0BV-01,1843,BRCA
TCGA-AO-A1KP-01,8800,BRCA
TCGA-E2-A1LE-01,2203,BRCA
TCGA-A8-A07U-01,1529,BRCA
TCGA-WT-AB44-01,5499,BRCA
TCGA-E9-A5FL-01,1457,BRCA
TCGA-A7-A4SA-01,10008,BRCA
TCGA-A2-A0SV-01,2556,BRCA
TCGA-B6-A0I1-01,5744,BRCA
TCGA-BH-A18K-01,1923,BRCA
TCGA-D8-A1X7-01,850,BRCA
TCGA-B6-A400-01,10059,BRCA
TCGA-A8-A0A6-01,2041,BRCA
TCGA-A7-A4SE-01,8046,BRCA
TCGA-AR-A5QM-01,5937,BRCA
TCGA-BH-A0E6-01,2259,BRCA
TCGA-3C-AAAU-01,12291,BRCA
TCGA-BH-A0HN-01,8326,BRCA
TCGA-B6-A0RI-01,3156,BRCA
TCGA-AO-A125-01,20194,BRCA
TCGA-E9-A5FK-01,3446,BRCA
TCGA-A2-A259-01,3166,BRCA
TCGA-A2-A0EX-01,412,BRCA
TCGA-A8-A079-01,3842,BRCA
TCGA-A2-A04Y-01,16528,BRCA
TCGA-AO-A0J8-01,1167,BRCA
TCGA-EW-A1J6-01,8146,BRCA
TCGA-D8-A27R-01,3006,BRCA
TCGA-A2-A0EU-01,2983,BRCA
TCGA-BH-A0BG-01,1205,BRCA
TCGA-B6-A0I2-01,4255,BRCA
TCGA-B6-A0IC-01,4858,BRCA
TCGA-GM-A3XG-01,3352,BRCA
TCGA-B6-A2IU-01,8543,BRCA
TCGA-AO-A12H-01,1655,BRCA
TCGA-A2-A04N-01,4610,BRCA
TCGA-B6-A1KN-01,3651,BRCA
TCGA-E2-A1IO-01,4544,BRCA
TCGA-A2-A25E-01,4506,BRCA
TCGA-BH-A0DP-01,1260,BRCA
TCGA-A8-A083-01,8214,BRCA
TCGA-AN-A03Y-01,8663,BRCA
TCGA-A2-A1G0-01,5146,BRCA
TCGA-E2-A15S-01,7565,BRCA
TCGA-A7-A0D9-01,8099,BRCA
TCGA-E2-A15H-01,3746,BRCA
TCGA-A2-A0EV-01,1300,BRCA
TCGA-AR-A5QN-01,5112,BRCA
TCGA-E2-A14R-01,4919,BRCA
TCGA-A8-A07L-01,2055,BRCA
TCGA-A8-A090-01,2057,BRCA
TCGA-AO-A0JL-01,7871,BRCA
TCGA-A2-A3XS-01,11676,BRCA
TCGA-AC-A3HN-01,6649,BRCA
TCGA-D8-A1XA-01,10837,BRCA
TCGA-A2-A04T-01,2723,BRCA
TCGA-BH-A208-01,393,BRCA
TCGA-AC-A62V-01,4175,BRCA
TCGA-AN-A0FF-01,3252,BRCA
TCGA-AR-A2LQ-01,506,BRCA
TCGA-GM-A5PX-01,4404,BRCA
TCGA-B6-A0IH-01,1624,BRCA
TCGA-AO-A03R-01,2116,BRCA
TCGA-E9-A1R3-01,770,BRCA
TCGA-C8-A26V-01,1159,BRCA
TCGA-BH-A0HB-01,562,BRCA
TCGA-A8-A08J-01,1166,BRCA
TCGA-LL-A7T0-01,14878,BRCA
TCGA-BH-A0HI-01,1396,BRCA
TCGA-BH-A0BO-01,2922,BRCA
TCGA-E2-A14T-01,2796,BRCA
TCGA-B6-A0RU-01,1535,BRCA
TCGA-E2-A15L-01,1151,BRCA
TCGA-E2-A1L8-01,5624,BRCA
TCGA-AO-A126-01,3042,BRCA
TCGA-EW-A6S9-01,2819,BRCA
TCGA-BH-A1FH-01,975,BRCA
TCGA-C8-A130-01,6199,BRCA
TCGA-A2-A0ES-01,1295,BRCA
TCGA-EW-A1PD-01,2730,BRCA
TCGA-AR-A2LH-01,1113,BRCA
TCGA-E9-A1NF-01,1104,BRCA
TCGA-E2-A15K-06,6249,BRCA
TCGA-D8-A146-01,3038,BRCA
TCGA-E2-A155-01,1276,BRCA
TCGA-AR-A24Q-01,918,BRCA
TCGA-A2-A04V-01,2477,BRCA
TCGA-BH-A18T-01,2251,BRCA
TCGA-A8-A086-01,1466,BRCA
TCGA-BH-A0C1-01,1562,BRCA
TCGA-EW-A1OZ-01,3132,BRCA
TCGA-GM-A3XN-01,13945,BRCA
TCGA-EW-A2FW-01,3578,BRCA
TCGA-BH-A1FD-01,2337,BRCA
TCGA-AO-A0J3-01,6155,BRCA
TCGA-AR-A1AQ-01,1080,BRCA
TCGA-E9-A1R5-01,2590,BRCA
TCGA-A8-A09A-01,1042,BRCA
TCGA-AN-A0XV-01,2304,BRCA
TCGA-AO-A0JM-01,1360,BRCA
TCGA-A2-A3KC-01,8947,BRCA
TCGA-BH-A18H-01,4851,BRCA
TCGA-A8-A096-01,1484,BRCA
TCGA-AN-A0XU-01,3901,BRCA
TCGA-BH-A0W4-01,2928,BRCA
TCGA-LL-A442-01,3054,BRCA
TCGA-BH-A6R9-01,2571,BRCA
TCGA-AR-A0TQ-01,3120,BRCA
TCGA-A8-A08C-01,1191,BRCA
TCGA-BH-A0B4-01,1704,BRCA
TCGA-AR-A1AP-01,3793,BRCA
TCGA-A2-A1G6-01,1442,BRCA
TCGA-D8-A1XZ-01,3010,BRCA
TCGA-BH-A0AW-01,1005,BRCA
TCGA-AQ-A1H2-01,2424,BRCA
TCGA-E2-A1B0-01,790,BRCA
TCGA-BH-A0HX-01,1288,BRCA
TCGA-EW-A1PA-01,5083,BRCA
TCGA-C8-A278-01,1132,BRCA
TCGA-A7-A26G-01,1058,BRCA
TCGA-AR-A24Z-01,1090,BRCA
TCGA-A2-A0EM-01,537,BRCA
TCGA-GM-A2DM-01,1439,BRCA
TCGA-OL-A5D8-01,12338,BRCA
TCGA-B6-A0WX-01,3037,BRCA
TCGA-D8-A1Y0-01,3307,BRCA
TCGA-D8-A1JU-01,764,BRCA
TCGA-D8-A1XW-01,1821,BRCA
TCGA-XX-A899-01,13461,BRCA
TCGA-BH-A8G0-01,10557,BRCA
TCGA-C8-A12M-01,4084,BRCA
TCGA-C8-A1HK-01,528,BRCA
TCGA-GM-A2DF-01,4806,BRCA
TCGA-A8-A0AB-01,4597,BRCA
TCGA-BH-A18I-01,2015,BRCA
TCGA-LL-A5YN-01,4751,BRCA
TCGA-A7-A4SC-01,10313,BRCA
TCGA-D8-A1JN-01,3860,BRCA
TCGA-A8-A094-01,939,BRCA
TCGA-B6-A0WV-01,1245,BRCA
TCGA-A2-A04R-01,2923,BRCA
TCGA-E9-A22G-01,1747,BRCA
TCGA-GM-A2DL-01,1882,BRCA
TCGA-B6-A0X1-01,1960,BRCA
TCGA-A8-A06U-01,1289,BRCA
TCGA-B6-A0IA-01,1052,BRCA
TCGA-E2-A1LS-01,1383,BRCA
TCGA-E2-A15E-06,8971,BRCA
TCGA-E2-A154-01,2871,BRCA
TCGA-A2-A0T1-01,1192,BRCA
TCGA-A2-A3KD-01,1977,BRCA
TCGA-AR-A2LN-01,4311,BRCA
TCGA-D8-A1XB-01,2086,BRCA
TCGA-EW-A1P1-01,401,BRCA
TCGA-E9-A3QA-01,5776,BRCA
TCGA-E9-A1NA-01,1291,BRCA
TCGA-AO-A0J2-01,2194,BRCA
TCGA-A2-A4S0-01,9712,BRCA
TCGA-C8-A26Z-01,4852,BRCA
TCGA-AO-A1KT-01,1523,BRCA
TCGA-BH-A0H9-01,943,BRCA
TCGA-A2-A0YE-01,2452,BRCA
TCGA-C8-A8HQ-01,9660,BRCA
TCGA-BH-A28O-01,11445,BRCA
TCGA-A1-A0SN-01,1079,BRCA
TCGA-AR-A0TY-01,1128,BRCA
TCGA-C8-A12U-01,4216,BRCA
TCGA-OL-A66K-01,9911,BRCA
TCGA-B6-A1KI-01,1006,BRCA
TCGA-E9-A1N8-01,3857,BRCA
TCGA-A8-A06O-01,3936,BRCA
TCGA-EW-A1IW-01,1167,BRCA
TCGA-A2-A0T0-01,2068,BRCA
TCGA-AN-A04A-01,444,BRCA
TCGA-D8-A1XF-01,3362,BRCA
TCGA-BH-A0AY-01,1371,BRCA
TCGA-E9-A1RB-01,2567,BRCA
TCGA-BH-A0BW-01,3019,BRCA
TCGA-A2-A0CU-01,1667,BRCA
TCGA-A8-A0A1-01,1686,BRCA
TCGA-BH-A0HQ-01,1647,BRCA
TCGA-BH-A0HK-01,665,BRCA
TCGA-GM-A3NY-01,18233,BRCA
TCGA-AR-A250-01,2491,BRCA
TCGA-E9-A1RG-01,6460,BRCA
TCGA-AN-A041-01,2261,BRCA
TCGA-AR-A0TT-01,4181,BRCA
TCGA-B6-A0WZ-01,3370,BRCA
TCGA-A1-A0SH-01,359,BRCA
TCGA-E9-A1RE-01,2446,BRCA
TCGA-3C-AALI-01,14753,BRCA
TCGA-A2-A04W-01,931,BRCA
TCGA-D8-A1J8-01,1990,BRCA
TCGA-GM-A2DD-01,3938,BRCA
TCGA-AR-A1AV-01,4627,BRCA
TCGA-E2-A1IN-01,1573,BRCA
TCGA-C8-A138-01,3735,BRCA
TCGA-E9-A22B-01,694,BRCA
TCGA-AO-A03M-01,1476,BRCA
TCGA-HN-A2OB-01,2336,BRCA
TCGA-A7-A6VW-01,1974,BRCA
TCGA-A2-A25C-01,2422,BRCA
TCGA-EW-A1IZ-01,3854,BRCA
TCGA-AQ-A54N-01,7783,BRCA
TCGA-A8-A08T-01,1940,BRCA
TCGA-AC-A2B8-01,3115,BRCA
TCGA-AN-A0AT-01,1937,BRCA
TCGA-D8-A1XO-01,1093,BRCA
TCGA-A2-A3XW-01,3882,BRCA
TCGA-OL-A5S0-01,3549,BRCA
TCGA-BH-A18U-01,1359,BRCA
TCGA-A8-A07F-01,1983,BRCA
TCGA-A8-A08O-01,3083,BRCA
TCGA-D8-A1JP-01,1774,BRCA
TCGA-GM-A3NW-01,4428,BRCA
TCGA-A2-A1FV-01,6153,BRCA
TCGA-AR-A0U4-01,1318,BRCA
TCGA-E9-A1RD-01,3842,BRCA
TCGA-EW-A1P5-01,1254,BRCA
TCGA-E9-A1R2-01,4337,BRCA
TCGA-LL-A7SZ-01,5911,BRCA
TCGA-A8-A06R-01,7301,BRCA
TCGA-AR-A24K-01,3099,BRCA
TCGA-PL-A8LZ-01,2739,BRCA
TCGA-A7-A3RF-01,3961,BRCA
TCGA-A8-A06T-01,3689,BRCA
TCGA-D8-A27L-01,3108,BRCA
TCGA-BH-A0B8-01,1242,BRCA
TCGA-AR-A0U0-01,3020,BRCA
TCGA-BH-A18V-06,9194,BRCA
TCGA-A2-A0T6-01,1123,BRCA
TCGA-A1-A0SO-01,2018,BRCA
TCGA-A7-A5ZX-01,6612,BRCA
TCGA-GM-A2DA-01,14373,BRCA
TCGA-A8-A09B-01,10098,BRCA
TCGA-C8-A12Q-01,1599,BRCA
TCGA-B6-A40C-01,29689,BRCA
TCGA-BH-A0HY-01,1360,BRCA
TCGA-A2-A3XT-01,10699,BRCA
TCGA-EW-A1P7-01,3501,BRCA
TCGA-A7-A5ZV-01,1404,BRCA
TCGA-BH-A0DD-01,4177,BRCA
TCGA-B6-A0IJ-01,1785,BRCA
TCGA-E2-A1II-01,1961,BRCA
TCGA-D8-A1JK-01,599,BRCA
TCGA-AC-A7VC-01,2318,BRCA
TCGA-E2-A14W-01,2281,BRCA
TCGA-BH-A0C0-01,3247,BRCA
TCGA-A7-A4SF-01,13028,BRCA
TCGA-A2-A4RW-01,8823,BRCA
TCGA-A8-A08P-01,3002,BRCA
TCGA-AR-A0TW-01,1626,BRCA
TCGA-C8-A274-01,4279,BRCA
TCGA-AR-A0TP-01,3248,BRCA
TCGA-A8-A09X-01,2134,BRCA
TCGA-AC-A2FF-01,1197,BRCA
TCGA-BH-A0H6-01,4671,BRCA
TCGA-E2-A1BD-01,5269,BRCA
TCGA-E2-A1AZ-01,6191,BRCA
TCGA-E2-A1LI-01,2406,BRCA
TCGA-EW-A1PF-01,2378,BRCA
TCGA-BH-A0E0-01,2346,BRCA
TCGA-C8-A27B-01,793,BRCA
TCGA-AO-A0JI-01,1671,BRCA
TCGA-A8-A09D-01,1617,BRCA
TCGA-GM-A4E0-01,13639,BRCA
TCGA-LD-A7W6-01,12450,BRCA
TCGA-E9-A1RA-01,6972,BRCA
TCGA-A8-A07P-01,775,BRCA
TCGA-BH-A1F8-01,1437,BRCA
TCGA-BH-A1F2-01,1004,BRCA
TCGA-BH-A0EA-01,2851,BRCA
TCGA-A7-A4SD-01,7154,BRCA
TCGA-A2-A0CO-01,10954,BRCA
TCGA-D8-A141-01,2474,BRCA
TCGA-V7-A7HQ-01,2694,BRCA
TCGA-BH-A0AU-01,2722,BRCA
TCGA-BH-A0B9-01,3070,BRCA
TCGA-LL-A6FQ-01,1850,BRCA
TCGA-B6-A0X5-01,1907,BRCA
TCGA-PE-A5DE-01,2091,BRCA
TCGA-A2-A3XX-01,5879,BRCA
TCGA-AR-A2LK-01,3139,BRCA
TCGA-B6-A0WT-01,2784,BRCA
TCGA-AC-A23C-01,2843,BRCA
TCGA-E2-A1L9-01,1763,BRCA
TCGA-AO-A12F-01,11040,BRCA
TCGA-A8-A08G-01,4007,BRCA
TCGA-E2-A10F-01,2130,BRCA
TCGA-D8-A3Z6-01,10810,BRCA
TCGA-BH-A0B0-01,655,BRCA
TCGA-BH-A1FU-01,638,BRCA
TCGA-PE-A5DC-01,5870,BRCA
TCGA-A2-A0SU-01,1458,BRCA
TCGA-E9-A1N6-01,765,BRCA
TCGA-BH-A0AZ-01,381,BRCA
TCGA-BH-A1ES-01,2720,BRCA
TCGA-D8-A1X8-01,1114,BRCA
TCGA-E2-A106-01,2501,BRCA
TCGA-A2-A4RX-01,11446,BRCA
TCGA-EW-A2FV-01,1064,BRCA
TCGA-AC-A2QI-01,3062,BRCA
TCGA-E2-A1LK-01,2206,BRCA
TCGA-AN-A0AJ-01,1407,BRCA
TCGA-AC-A8OQ-01,12826,BRCA
TCGA-E9-A1N9-01,2143,BRCA
TCGA-AC-A62X-01,2484,BRCA
TCGA-D8-A1JC-01,2300,BRCA
TCGA-E2-A109-01,4383,BRCA
TCGA-A2-A25D-01,1655,BRCA
TCGA-AN-A0FJ-01,1482,BRCA
TCGA-E2-A14V-01,1044,BRCA
TCGA-A2-A04Q-01,1185,BRCA
TCGA-AO-A0JE-01,1839,BRCA
TCGA-EW-A1P8-01,1719,BRCA
TCGA-A2-A0EO-01,449,BRCA
TCGA-A8-A07R-01,654,BRCA
TCGA-E9-A6HE-01,2343,BRCA
TCGA-BH-A18S-01,1160,BRCA
TCGA-AR-A24T-01,558,BRCA
TCGA-BH-A202-01,842,BRCA
TCGA-BH-A1F0-01,1299,BRCA
TCGA-S3-AA0Z-01,20553,BRCA
TCGA-AR-A1AW-01,9641,BRCA
TCGA-BH-A0HA-01,1285,BRCA
TCGA-E2-A1IG-01,2476,BRCA
TCGA-LD-A66U-01,9984,BRCA
TCGA-AO-A0JA-01,1340,BRCA
TCGA-B6-A0RH-01,1386,BRCA
TCGA-A2-A0T3-01,4551,BRCA
TCGA-E9-A3HO-01,26943,BRCA
TCGA-A2-A0SW-01,2610,BRCA
TCGA-A7-A26H-01,3094,BRCA
TCGA-C8-A8HR-01,9726,BRCA
TCGA-Z7-A8R6-01,8018,BRCA
TCGA-OL-A66I-01,4520,BRCA
TCGA-C8-A134-01,4836,BRCA
TCGA-B6-A0RO-01,567,BRCA
TCGA-A8-A0A4-01,3536,BRCA
TCGA-E2-A14X-01,1799,BRCA
TCGA-BH-A0AV-01,769,BRCA
TCGA-D8-A73W-01,9113,BRCA
TCGA-AN-A0FT-01,3401,BRCA
TCGA-A2-A0YK-01,1980,BRCA
TCGA-D8-A1JA-01,1038,BRCA
TCGA-AN-A03X-01,1580,BRCA
TCGA-A7-A6VX-01,7952,BRCA
TCGA-D8-A1XD-01,7135,BRCA
TCGA-C8-A26Y-01,3760,BRCA
TCGA-BH-A0W7-01,2151,BRCA
TCGA-BH-A1ET-01,1452,BRCA
TCGA-BH-A18R-01,1630,BRCA
TCGA-C8-A12V-01,2106,BRCA
TCGA-BH-A0BP-01,1580,BRCA
TCGA-A2-A25F-01,697,BRCA
TCGA-E2-A1LB-01,864,BRCA
TCGA-AO-A0JB-01,2251,BRCA
TCGA-B6-A0RE-01,1156,BRCA
TCGA-AR-A1AL-01,3797,BRCA
TCGA-E2-A15A-01,2671,BRCA
TCGA-AR-A24H-01,5272,BRCA
TCGA-D8-A27V-01,1516,BRCA
TCGA-E2-A14P-01,1121,BRCA
